loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
7109,1, Not Graduate, No,3395847.689476412,10619850.077631555,6,320.8296011818574,7192496.7635250455,5549078.315632473,17275876.52439527,2717949.15489487, Approved
7110,2, Graduate, No,7966611.560596478,28226474.07065214,12,637.4024761310842,14451597.111757824,-165375.02798508454,,6902327.590218357, Approved
7111,5, Graduate, Yes,,33187397.693080418,6,816.061313980745,18054217.182722434,1386205.8482088274,23793314.7524251,5946801.447742456, Approved
7112,5, Graduate, Yes,7092029.747143914,20029467.948835324,6,760.435524460333,,8643733.330011023,17922903.202720087,5919686.715293937, Approved
7113,5, Graduate, Yes,9946151.487632275,38798107.516017504,10,368.8418534905404,2491847.071230375,13654023.642859068,40048219.2101646,9025332.460659103, Rejected
7114,3, Not Graduate, No,1592904.8988811302,4166928.716166966,14,614.8404211599602,2904823.9883106365,3277916.423918848,5132264.343108932,1097059.4316874486,
7115,0, Not Graduate, No,6111843.982695635,135313032.94862157,2,574.038166707715,3097148.9819426346,,17009058.580826204,6999929.673480088, Approved
7116,1, Not Graduate, Yes,1683031.2161165362,4070282.1225877535,12,728.5222755831279,908948.6675630161,1569147.3245229432,4630851.651713264,1151644.1294425242, Approved
7117,2, Graduate, Yes,,13464280.736419367,18,309.91107692658477,6532842.169771955,4051164.1784084844,17812858.666855544,6684899.041588944, Rejected
7118,3, Not Graduate, Yes,6630710.621317997,18160740.64166661,18,490.99645778617577,9441296.55952112,10794658.746177481,15181103.799849615,8982853.606765885, Rejected
7119,2, Not Graduate, No,8143597.973645254,32896200.572845392,18,488.0586593791291,13210360.696236571,8478898.26127054,35318437.656802304,12348466.758337572, Rejected
7120,5, Graduate, Yes,3382257.984119683,11555329.988212723,10,617.0623241779208,5853490.90753786,2508323.7628836352,10576291.366327023,3772197.481598005, Approved
7121,0, Not Graduate, Yes,6396497.927528045,16856043.467475247,8,827.6394569361532,281845.1760268373,7274226.9377328465,13921828.001100972,8045294.914715598,
7122,4, Not Graduate, Yes,6040480.056169927,16892849.54742538,16,613.6669858440888,15211358.864640353,3150336.5958954976,24398294.931689896,5826087.627823613, Rejected
7123,0, Graduate, Yes,9627231.038463816,33434730.928093877,10,752.063747699135,7093054.934585822,12327262.664867012,30356653.79459649,5191942.24374422, Approved
7124,0, Not Graduate, Yes,7256756.731549227,28719925.090962686,10,721.8238406234675,13327161.5750709,875888.8930920297,15711941.76890542,8932007.873802861,
7125,5, Graduate, No,5601582.323029356,19907282.482230436,20,432.7522783882123,7177365.825901763,10268520.296809455,16044017.562744753,7128843.509536977, Rejected
7126,5, Not Graduate, Yes,4257030.569648974,13842676.313127546,6,731.3974964234861,8339250.695381977,8306200.216205984,16543239.82056317,3341875.8808153938, Approved
7127,2, Graduate, Yes,4767610.002379064,,18,331.86605122681186,7817809.888140705,-670495.4217569483,14105664.061748113,4181555.5744116856, Rejected
7128,3, Graduate, Yes,4350281.058952752,90208688.63241439,10,344.01210870202993,2244399.7641277215,4970203.0747184465,8044430.495153322,4241658.434858436,
7129,0, Not Graduate, Yes,8015754.174100862,28551252.469418216,4,,8605468.485787792,307520.9540017899,24288279.553384364,5894932.435101826, Approved
7130,3, Not Graduate, Yes,5613198.5442454135,20275483.280333564,13,662.299938288496,4648829.124779018,9888882.036462702,,8191985.673510131, Approved
7131,2, Not Graduate, Yes,7254737.906178211,15398089.541680899,20,626.8650818808018,16615019.030444378,10458942.908013282,17551657.24377678,10123483.70290968, Rejected
7132,3, Graduate, No,1500495.4581672999,3920679.8569648946,18,702.1883710330059,1249656.3022226575,773313.9924041242,4708076.178277408,1175150.6589575983, Approved
7133,0, Graduate, Yes,7870199.170184093,16987423.440667383,16,451.8677076696759,22074613.390105553,4971337.861804246,24582745.302264377,, Rejected
7134,5, Graduate, Yes,3965253.8113557566,9210358.500504611,4,805.7386485403383,5597811.003084144,5337380.9403137155,9405212.19256253,5194434.599585996, Approved
7135,0, Graduate, No,610571.7362884121,2573718.177809719,2,579.271885675734,620538.8654113668,1041895.4956647882,1500957.826949959,756107.9438455229, Approved
7136,4, Graduate, Yes,1232505.8068926493,4051747.718252334,6,749.9709805781563,2212364.3495508158,1068921.1200996009,5711467.288642468,1717345.6766646765, Approved
7137,2, Graduate, No,8972761.681481842,34466314.222997606,2,473.5102971443526,13111350.950938223,10826329.824643478,24851471.602695726,6236463.132837022, Approved
7138,3, Not Graduate, No,5623533.3293126365,23162466.68224933,6,343.10454010705007,6363901.900444305,9849530.620935911,18082766.463586017,4150641.6161849545, Approved
7139,5, Not Graduate, Yes,4874738.312748865,12835302.174411193,6,700.8801822149796,9216955.85722445,8666820.192267526,18695579.640792742,2823357.549444151, Approved
7140,1, Not Graduate, No,3280296.0373493466,6256703.316684777,10,866.4564611448195,1523320.5070852058,1012507.5342196666,9847110.318258302,3210915.347274066, Approved
7141,3, Graduate, No,4109787.364995437,10140096.25672057,6,300.0,62437.07761808479,6361556.113737853,10377079.606090363,7238356.1690323325, Rejected
7142,1, Graduate, No,7568523.828081718,15371397.274408672,4,683.4965713977423,21577815.641468327,12637756.173932767,25491931.409513816,3701202.2610782622,
7143,0, Not Graduate, No,8059499.9720420195,18799995.825812183,4,653.7716832154144,12392064.240275536,10418369.161779834,23719104.09190719,7849047.8330979245, Approved
7144,4, Graduate, No,1218844.5429139137,6406575.227473799,16,401.70059404262344,1666951.7045357728,855923.2041904165,2248301.7557728486,1966957.567832036, Rejected
7145,2, Not Graduate, No,9842482.071796302,25171249.704301074,16,415.2301198971078,18657897.697259106,2288208.107378697,,11928902.39938076, Rejected
7146,4, Graduate, Yes,6942735.800289471,17805783.4503621,8,678.3864861866635,18686768.498189613,2497906.8029689738,26169011.485754106,4884391.874275387, Approved
7147,2, Graduate, No,5162458.005018781,11546377.460202215,4,598.4354217636683,11258177.972054765,430752.8513032831,14548569.023068657,7025327.570082385, Approved
7148,5, Not Graduate, No,4471107.433801012,10488289.892081486,6,679.8696376692566,9187985.966304861,4978690.28289613,10462571.641032774,5963108.720849775, Approved
7149,5, Not Graduate, Yes,6463236.804857685,15505948.44618433,6,798.1173193657122,15665638.670808917,4857561.929032195,,2796362.0190101266,
7150,3, Graduate, Yes,2271694.1952390196,3391112.1438464276,2,876.534806270575,785335.5596349499,2930279.2475235,4412128.947049968,2597480.425339685, Approved
7151,2, Not Graduate, Yes,4070502.722000863,75173907.19367865,10,467.0815167386015,10225194.30581765,7878690.361605452,14543532.20148021,2404460.9239097666, Approved
7152,2, Graduate, Yes,9007559.475618696,24689657.039073456,2,813.553350001101,8317187.66266025,2920275.1592548387,27204472.604265142,9869840.80941828, Approved
7153,1, Not Graduate, No,3528999.7406221083,7801630.793063837,16,300.0,6180216.689895765,5500158.088911781,7070410.132024899,2960784.5233638277, Rejected
7154,1, Graduate, No,906153.509157626,3473000.159437878,10,792.3214798038039,,1175351.2748225033,1419974.6240431764,867410.4980103136, Approved
7155,3, Not Graduate, No,9293885.813066488,36171218.793463394,16,497.41535961818545,17652012.51776861,,36836384.98070334,4800292.662085061, Rejected
7156,4, Graduate, Yes,569922.6302593165,3561381.901943583,14,719.2224519138716,2608898.328416612,1169363.420841591,5373676.572525131,, Approved
7157,2, Graduate, No,5229602.578972676,9186185.700519728,4,504.31246426545323,11811301.025848437,1542887.4848834611,15053062.9751444,7618378.067070357, Approved
7158,1, Graduate, No,8975532.385968361,32363826.85236811,4,462.0094100598377,13489590.613978116,,,7081092.251302005, Approved
7159,2, Graduate, Yes,1212677.2570859143,3118977.6943652057,16,505.0470397730942,2433789.3321990212,2315741.1110170865,3340787.372768457,828484.6934068046, Approved
7160,3, Not Graduate, Yes,6907197.091458355,25565054.090784874,18,725.5591228015311,17470669.471988864,5790945.027819237,21379882.29461814,5671141.72272363, Approved
7161,4, Graduate, Yes,3509092.9626741894,13232005.7977468,18,725.3300441503432,6147673.6121994825,4186361.7996086753,6944429.231689727,2115780.417769999, Approved
7162,4, Graduate, Yes,4801799.182289571,14021437.934426883,6,564.3189690511057,5969918.99591581,8071220.373797297,11109409.695049472,2653349.0080852294, Approved
7163,4, Graduate, No,5875506.947742741,16720289.340854164,9,548.0607101258419,6609831.821635248,11312892.023644093,19893901.881572384,2859841.3010933786, Approved
7164,1, Not Graduate, No,3833337.9688537624,10087011.328851381,6,385.80008653430053,7367642.038096124,7284736.118840777,14196687.878692223,3785289.751979327, Approved
7165,3, Graduate, No,,26818493.95064183,12,355.4941012423691,,12167896.533444505,29222135.248918578,9207010.43156362, Rejected
7166,4, Graduate, No,4652470.433325127,10084851.453584101,10,493.8805420760451,11230328.820379624,2952266.275663644,13071044.790982481,2594429.628046406, Approved
7167,1, Graduate, Yes,6055008.226542429,14189940.72131584,2,363.3082501964044,7785240.913113249,8367040.522934402,19502981.891922176,3817937.3341157446, Approved
7168,5, Not Graduate, No,,7097629.44875531,2,804.9440743323895,1624032.3929401943,1597479.2437933278,8769771.863428889,2017844.4119956433, Approved
7169,1, Graduate, Yes,506232.8159791543,958379.5225340554,20,666.4049964798221,-627511.3923070844,371308.14740492974,2824988.268294719,-224500.8946442617,
7170,1, Not Graduate, Yes,2666539.667974684,75173907.19367865,18,727.3816619560303,5016066.71232737,4256977.345969067,6862065.64312061,4323239.7284376025,
7171,2, Not Graduate, No,7437740.067499219,16915534.174764365,20,552.7558857303184,13164098.119316302,959941.9388718102,18807306.97323726,4959503.803042687, Rejected
7172,3, Graduate, Yes,40226201.31866031,14356169.280917374,7,662.2385759592879,2106791.8275285955,1977378.0430223723,13012178.710257076,3512569.6493022093,
7173,5, Not Graduate, Yes,5851985.581099192,13392225.143778693,14,440.0725893269852,3110435.714156098,10558162.51279692,,6703346.09776666, Rejected
7174,4, Graduate, Yes,2967344.423255144,11046537.701315127,14,796.7945567861871,2687226.439361656,3199317.067026905,8042164.456544636,4370197.104484227, Approved
7175,2, Graduate, Yes,4248011.884453051,7620869.076828438,5,843.7852783674239,11091894.833433775,3019062.275033002,12898717.09523097,1976841.90981999, Approved
7176,4, Graduate, No,6024153.331699931,13863140.890057512,10,,2604395.2390947747,10698987.68227775,18918693.26352647,4793912.972275485, Approved
7177,3, Graduate, Yes,2059497.827295315,4017145.243259648,8,803.4104628602983,789364.475941738,-980095.1530375294,3372189.9196159984,1738138.5620952419, Approved
7178,1, Graduate, Yes,6033332.366632257,12794255.494881835,2,332.6395374622085,9118921.773251636,7691302.275128257,14895124.935969304,7336477.596555276, Rejected
7179,1, Graduate, No,4894900.729998119,18046469.23930097,13,303.8287459433139,13879011.673252609,,10352867.357176619,3563163.562037562,
7180,4, Graduate, Yes,9405029.108854897,,15,378.49519395041267,8743415.201730829,1120724.1637438696,21595287.75834401,13677426.48862105, Rejected
7181,0, Graduate, No,9957130.36476957,30883150.44332953,18,605.2548111104845,24816332.450695388,8756108.337747818,31937803.18915452,6863507.745842572, Rejected
7182,3, Graduate, No,6523529.535964175,21854991.28653474,12,789.3344083015361,9696876.274031976,1869220.264265763,18853182.17038818,8488861.64827817, Approved
7183,3, Not Graduate, No,4417399.553598595,13755361.286949534,8,325.9165401563075,-352839.95083901787,-38245.31584532466,6374217.171127906,5296663.3993988205, Approved
7184,1, Graduate, Yes,8811851.821180398,33867149.72248466,18,675.517103917994,18874143.063222915,10815443.668719852,28079778.910352018,, Approved
7185,0, Not Graduate, Yes,3275823.6702858433,7122466.0792718325,12,732.0296584969226,7391108.271162512,1251011.7293707915,7906528.767886647,3821106.99296943, Approved
7186,1, Not Graduate, No,7158308.601834266,23755963.59473651,9,900.0,14960220.768170416,3149123.157234704,25939361.728854652,4156169.4390007956, Approved
7187,5, Not Graduate, No,2339616.7325181086,7774870.841162294,20,873.6410860852312,,1435628.260268025,8391970.217305664,3020568.007190559, Approved
7188,3, Graduate, No,4648018.301744102,8762206.419228023,6,773.0220731615038,9705211.463188596,1457647.0135475951,12985908.037331961,2985969.285626837, Approved
7189,3, Not Graduate, Yes,8831734.949348863,22160636.461771935,6,884.7538056059431,8985996.30684743,16732515.009932596,29319247.266409088,10912959.940317763, Approved
7190,1, Graduate, Yes,9232791.284734525,34927816.35559468,2,763.7393472906926,19459735.325330712,7380053.475831386,22138761.903482053,10601623.787828168, Approved
7191,1, Not Graduate, Yes,8247659.635211888,26734291.9994453,8,766.5316302921824,9547135.28373484,2360206.531490897,26946197.787141103,11379867.094928512,
7192,0, Not Graduate, Yes,209437.2256416589,959850.435970879,20,815.5812010211857,1900285.3424673607,163108.45023457648,1016786.0349068989,21621.189923037862, Approved
7193,2, Not Graduate, Yes,1855694.681928389,4572878.747218261,16,,2362974.4571421463,2757418.748299558,5243898.047734169,2855294.0613534865, Approved
7194,1, Graduate, Yes,9203905.690165913,19045653.601503983,16,522.5116116156693,15083695.384359157,,21751447.04842753,5536681.777147394, Rejected
7195,0, Not Graduate, No,9990425.326389218,20699822.24356171,16,607.3255279901348,6261347.975559554,173137.05498981083,37244967.60184701,8928700.676404508, Rejected
7196,0, Graduate, No,7803362.020452985,28339823.86608688,6,377.6081354673832,11233968.231654523,13441637.241112191,25401641.46348797,3940282.4630999123, Approved
7197,5, Graduate, Yes,6571211.906863519,26531696.009220634,14,782.7230242041344,10453234.87961143,8202366.529235993,18322559.57234047,3947777.300331063, Approved
7198,2, Not Graduate, Yes,4846456.671383137,17335004.685256884,20,446.69542751977104,5738121.299967783,4552163.439868004,17467140.852658305,5310057.282489751, Rejected
7199,1, Graduate, Yes,7772201.857040626,29328112.254318368,18,707.339304896395,495921.4413776889,5766139.035024647,29286622.742568742,8343250.110015292, Approved
7200,5, Graduate, Yes,2159412.928216636,4651314.746795876,8,628.2178296593568,6672967.396784329,1277305.7690362034,8664082.484246664,1926964.2877269175, Approved
7201,1, Graduate, Yes,384469.5268111821,738661.5840808434,10,817.9188577574723,144841.51270256925,-248485.16868755437,-973768.6947165879,431115.9951711738, Approved
7202,5, Graduate, No,1040731.9378938458,3489553.475886833,18,518.4308808952037,342009.25282307307,2171695.8249566182,,749138.1206468459, Rejected
7203,1, Graduate, Yes,,,8,817.5403010266558,-343765.8332752916,1213887.967898108,1813762.8723196767,836626.1468362574, Approved
7204,1, Graduate, No,5961712.582305731,18805155.989037335,20,410.9483540958032,14079831.023027958,341952.39270375203,24383971.887479175,9728026.504061684, Rejected
7205,0, Not Graduate, Yes,1350421.7565177917,3057609.206367694,2,731.7225712341303,2968077.5560276792,873285.4067984073,4274059.476199785,687056.6899168306, Approved
7206,5, Graduate, Yes,409964.0119756811,-84877.1593402403,18,815.553760357985,659429.9510083451,-307635.2435269137,1997605.2462997476,778953.4769764662, Approved
7207,4, Not Graduate, No,1290868.8635757654,4563421.8203419,12,883.8374726177476,600486.8057951389,-26722.21549775338,3153161.0119722383,889670.400454154, Approved
7208,3, Not Graduate, No,7172906.7466730755,20223955.870245308,12,787.4172664727065,873016.4628868604,7669110.656504834,24568789.425170317,8593823.172823658,
7209,5, Not Graduate, Yes,30169650.98899523,16541001.529322458,15,900.0,1742683.8041467993,2718934.797480534,12256225.136565533,8511171.935209706, Approved
7210,2, Not Graduate, No,9468663.591835247,25100465.54535666,16,868.7876436745072,21645097.33543361,12058201.942099994,29377488.674834613,5520367.876902355, Approved
7211,2, Graduate, No,6032154.451256096,15885834.476762312,8,698.5785305622751,353056.89449772635,7308101.374969082,14318792.705137169,4223804.73441896, Approved
7212,1, Graduate, Yes,1840016.6339920368,5091469.847254929,14,821.3983898476653,,1460688.927471985,6101334.81260744,2887444.487380385, Approved
7213,5, Not Graduate, Yes,2101215.2174245147,9429568.90808392,16,657.4037222424006,4508638.2406859845,1760611.3873158584,9372122.703673845,,
7214,2, Not Graduate, Yes,7238596.174118782,18391212.831994377,20,900.0,13459907.581924522,2853040.578439366,22244294.40875514,3801558.947692239, Approved
7215,4, Graduate, Yes,4267132.9836069,12253095.746281205,14,,927399.150264428,7237239.379454918,12282936.424450278,5859469.069273881, Approved
7216,0, Graduate, Yes,5606146.154998492,19127337.51587984,8,359.03849638743395,-415797.4996221247,272109.3768625886,,5096323.578385762, Rejected
7217,5, Graduate, Yes,7751523.620659132,24722666.519325864,2,748.4072056360732,3871245.8828461138,5910582.047762329,16904342.96024695,5532835.984942228, Approved
7218,4, Not Graduate, No,6261412.797685588,14487960.036883164,2,365.736570749787,,7300536.745637096,18380328.31308728,,
7219,0, Graduate, No,9082627.344156183,31896401.66215855,18,655.9031341835415,24105878.09997267,7991482.571996458,31925714.355782982,7101857.954322248, Rejected
7220,1, Not Graduate, No,7642718.401371911,19928032.485879067,14,316.69006106413394,6795754.98807781,12095675.73329515,28824213.77710359,5195868.180616329, Rejected
7221,0, Graduate, Yes,1622451.440140728,3213708.6631379863,4,844.5652273500592,700314.669382691,68642.89496708725,3389686.401870015,429961.3395129174,
7222,0, Graduate, Yes,3965350.3816259373,17209822.310798947,16,,2124387.1507878634,4695604.37336376,,6714351.091554727, Approved
7223,5, Not Graduate, No,8174124.759389724,32779239.73843387,12,418.46031392479375,21321819.18243925,12768803.386174625,31378147.819362473,8761032.191451928, Rejected
7224,0, Not Graduate, Yes,7834774.043881545,25123259.029402703,6,557.3551244703974,5891362.357784336,2361842.0590665056,25063926.38438268,4453575.773926743, Approved
7225,5, Graduate, Yes,7824704.496982867,18917957.27235175,12,434.91958559602045,,4459863.357050713,23480847.180031747,4540219.159800592, Rejected
7226,3, Not Graduate, No,3082626.8295661253,13537207.705406254,2,597.4525010897274,6928298.597262305,2965323.238722979,6976116.357597049,3960981.4041904476, Approved
7227,5, Not Graduate, No,5631040.32992231,14340625.840014584,4,457.64894893638984,5724143.840285566,4434494.452048467,19288029.88556444,4328511.576411911, Approved
7228,4, Graduate, No,1093531.8088840055,738980.2738362327,8,869.6622320176714,1876091.1250035053,2138009.841455766,4441503.496885572,707996.0049538261, Approved
7229,2, Not Graduate, Yes,6869821.910380244,24475029.91888422,20,819.5087886840884,11325475.791178403,8464452.474345567,17715097.52931278,4316704.602591665,
7230,3, Not Graduate, Yes,2891033.296079815,5906671.861736032,14,863.5633626204317,1894166.1501927127,3535459.854437175,4056969.8430363666,1894719.1657437433, Approved
7231,4, Graduate, No,4990751.016741718,13311478.434253752,16,427.56930160255314,12943327.089097306,546694.1574085408,18659725.78261507,2926402.032591994, Rejected
7232,2, Graduate, Yes,2511581.77064573,7406449.611634377,6,588.9151623442376,2955428.0010910504,1556069.06369282,7228573.4987654025,, Approved
7233,5, Not Graduate, No,882022.4323809727,2386561.747480198,16,800.4107806802812,1756871.1342093,1009798.2858615783,3559744.674850655,970792.8457560852, Approved
7234,4, Graduate, No,3504172.9570706785,7453937.056743802,18,865.9905796182094,412097.35178534826,152611.83954168565,8947762.438424468,4771951.464950526, Approved
7235,4, Graduate, Yes,,1601745.8278218799,4,,-266583.2156606206,-158314.81210060825,2634798.4980727723,290616.2079630562, Approved
7236,2, Not Graduate, No,,105243470.07115012,19,870.6785427480734,15914869.228082728,8107542.085158589,22487189.61205237,7251968.450170081, Approved
7237,4, Graduate, Yes,40226201.31866031,,4,646.1491632188126,10814272.71709399,2475019.68101243,15021683.704525134,6683981.635628041, Approved
7238,2, Graduate, Yes,7699092.995279284,,12,561.7934904069458,2215492.949668978,13864863.351267781,17410674.098043982,6941795.792707644, Approved
7239,4, Graduate, No,920221.0020050697,4239075.617569673,6,701.5262677154647,3355351.8782196743,2075983.7001617663,3769036.4742581,2337535.670336027, Approved
7240,4, Graduate, No,9131642.426363558,31605555.7463028,17,369.2322599009779,20804136.813833136,5166245.184609961,32333523.91214945,7509555.956411703, Rejected
7241,0, Graduate, Yes,1182115.8158363535,1258320.1336173974,16,561.7989083883468,-495745.4414614177,2418162.213662627,2426806.1194847547,248239.52953722992, Approved
7242,5, Not Graduate, Yes,862473.063526991,75173907.19367865,13,357.69965988173226,1018931.505484715,594854.0628707148,5417029.942118829,1240724.7122537373, Rejected
7243,2, Not Graduate, Yes,486427.4265329906,489150.0071734078,6,744.5149357259096,1892333.3648351473,166602.49938877532,3188374.3374254378,700527.9267491704, Approved
7244,4, Not Graduate, Yes,235205.68112127698,1097755.4846949596,10,601.3315053375387,901744.3653274,396033.5744979626,3017515.5674196165,404253.774066414, Approved
7245,4, Not Graduate, Yes,6628931.6677531,21890874.06876034,20,313.537838481727,3843484.8510206197,9237736.200673891,16452922.759449374,8078303.687869877, Rejected
7246,4, Graduate, No,629045.3154352644,2617112.6609545257,10,,3280816.8532183105,1166584.0975024654,2754976.208199599,937040.9079183699, Approved
7247,5, Graduate, Yes,350445.6112641498,2496406.2825515717,2,773.0634711940108,-591521.2418732471,865169.9449839175,1318898.608255548,728398.4556295394, Approved
7248,0, Not Graduate, No,6038166.597011641,22761449.58849539,4,731.6962403335313,3630058.3229312506,6778894.017175427,20835536.98078625,6267116.790147306, Approved
7249,2, Not Graduate, No,7538847.015008578,22559173.19443424,16,458.56751619649054,14822587.334736729,5043682.804039919,19294925.549429484,8383552.3404671075, Rejected
7250,0, Not Graduate, No,1403937.0472831859,5310489.877341205,12,577.294497380131,3815878.3985043922,2490190.692323476,5342023.554393362,1706782.8993260548, Approved
7251,4, Graduate, Yes,1580423.381426406,2950809.1179930465,17,404.4344583783052,2116607.5303934603,2127624.061878825,3579686.5370971602,909734.2330362741, Rejected
7252,2, Graduate, No,5063066.796563989,17891765.38882224,17,329.78230608298827,,111193.20823977422,12780848.117550667,3729802.6960143903, Rejected
7253,0, Graduate, Yes,1524848.3071013286,3239745.043227493,17,500.12321779565536,2878924.1020187507,1099864.0950610267,1602656.5630026367,728202.1078399797, Approved
7254,2, Graduate, No,8912306.90279932,120278251.50988585,10,439.56214106944566,6520383.602825947,3548177.474037675,,10795996.05850394, Rejected
7255,2, Graduate, Yes,9738364.193618434,34682059.178959265,19,585.67515070939,14415246.933625242,13191489.25808689,39035355.54818148,6462751.926995922, Rejected
7256,3, Graduate, No,6819226.247905905,15233634.212358227,9,425.6993263126368,2461571.227078271,4831392.835947816,23138418.3451743,3189206.0542507935, Rejected
7257,5, Not Graduate, Yes,1593336.4861708814,5664984.758258642,16,776.2544301089599,1990407.9202436535,2109056.6031136275,3637445.0458633285,963253.29509957, Approved
7258,5, Not Graduate, No,3922180.37046974,14908208.700223563,4,705.2785845825414,-620526.2040934761,2139230.5416736645,17226782.923204258,5022542.560599963, Approved
7259,0, Graduate, Yes,3679772.1488673897,9976680.229302041,20,494.2325655338426,1635512.301364899,6778442.160696177,11156335.490252238,5038337.802284909,
7260,3, Not Graduate, Yes,5581650.583605075,15347122.215192512,20,432.87851150784763,1634346.226245397,5025780.920042722,18943379.753275346,6953505.611101778, Rejected
7261,5, Graduate, No,10002565.513417313,22921563.80656374,6,867.1188802997935,12532339.807984328,,25924102.027065825,6893756.480905998, Approved
7262,3, Not Graduate, Yes,7078906.473534006,15092727.80225295,6,370.2424695476575,19913825.231217727,12041923.540131645,19700591.5244816,5064701.634746166, Rejected
7263,3, Not Graduate, Yes,8254554.611399465,18970961.271721065,10,,15440037.881059784,11406929.31311944,29953930.75571398,6255128.751744971, Rejected
7264,0, Not Graduate, No,7304347.605857428,25697293.244752012,14,715.0312148789086,,10475145.77547009,14043703.709419925,6587337.569237873,
7265,3, Not Graduate, No,158479.52404794053,-494215.6065686644,6,871.6605257077755,-445151.22944420634,-216950.1379284382,2454655.9284735024,668080.9821862963, Approved
7266,0, Graduate, Yes,9155419.916856581,24698289.658404827,14,366.52938981252447,,16783957.352333833,32128706.534185383,10804893.682656428, Rejected
7267,1, Graduate, Yes,2902129.291728206,4709066.837224221,14,840.1376739658696,3668459.661696379,2902273.6594189308,7310791.575322212,1323841.584337112, Approved
7268,5, Not Graduate, Yes,7944542.333229062,26118888.439168166,4,,15495936.247090023,7848498.606295383,21683353.686456297,4164023.483378547, Approved
7269,4, Graduate, Yes,30169650.98899523,13257626.881963853,18,670.6308686732351,9692676.585088693,8839142.68355429,13798423.569822142,, Approved
7270,5, Not Graduate, Yes,5743702.624213643,23696401.08333275,18,558.1800974256216,2955945.756749076,4340509.568123165,16666906.38270712,6718792.207093198, Approved
7271,0, Graduate, No,8422269.679581312,19974588.53320846,11,565.545042645317,2920790.108533322,10108143.309928356,21140195.666302722,12640317.733444735, Rejected
7272,5, Graduate, No,4416797.709172963,15068158.501765091,5,406.0765337757555,1397721.3589439346,5231667.754766078,16165995.33318943,2263101.499489053, Approved
7273,1, Graduate, No,1412308.1895821749,2607259.0910675186,20,484.9456282330932,2110426.1752550015,971685.1650430099,4986174.821817669,695074.4175744663, Rejected
7274,1, Graduate, No,9130994.853284987,26889807.66006397,8,718.4417255863227,20820360.19979912,7570075.867260343,26532758.284049317,8724533.303419588,
7275,3, Not Graduate, Yes,7276580.032087452,15668944.487747021,16,351.1733705733576,1979937.6162933528,5068144.706875593,21745783.15723733,10660988.456085408, Rejected
7276,4, Graduate, No,7107225.7793764975,23556101.344143987,18,,13894510.289033499,416277.72558545857,17588519.07311799,8523156.542482102, Rejected
7277,1, Graduate, Yes,247440.83419365744,120278251.50988585,8,409.38793183986866,1848477.015057721,-513342.1571798865,,606352.3299787948, Approved
7278,5, Graduate, Yes,5069630.654699408,12932495.009425767,16,750.6904569275066,11822710.621910231,,17013887.977098715,7337556.022048141, Approved
7279,5, Graduate, No,8743858.6619569,33562445.91918357,16,485.31566197458716,,11810475.080014223,24458173.763498656,4916817.638679451, Rejected
7280,5, Graduate, No,4731872.180534564,14665805.157061273,6,756.2730052018284,6761863.779404356,6962302.650161554,14832530.41520669,6448997.752287034,
7281,3, Not Graduate, No,8823197.564301033,19742202.3366456,20,460.0073717379652,7268953.18142763,13427677.497418521,23200168.777156588,13290278.696288722, Rejected
7282,0, Graduate, No,7239164.879901825,20852294.268313438,20,777.356854339506,16656764.828831116,12656840.520089185,26435137.818967927,8027405.243671802,
7283,4, Graduate, Yes,8839613.323951298,27407031.80672998,2,416.7490823077531,6251863.2255771775,10755884.53273314,26355439.76729304,11803363.507689536, Approved
7284,4, Graduate, Yes,7313076.165419687,17345573.419840984,18,846.083122945893,18385751.58159653,3324531.2437595227,23892025.038700078,4746184.55457141, Approved
7285,5, Graduate, No,6752380.811166356,21115174.505326167,10,421.5344474540459,12148311.370478196,11571959.503539793,19296333.53666155,6541978.351069723, Rejected
7286,0, Not Graduate, Yes,2420997.985981996,5300770.702863656,2,379.7360102672449,-196314.60644074425,4387738.341562035,6728200.121385509,2624239.551502707, Approved
7287,3, Not Graduate, Yes,6118532.767898003,18455326.66417844,16,806.2546831876127,1631612.6774380167,5296635.448937807,15523300.450275792,7812782.598544527, Approved
7288,0, Graduate, Yes,8590003.086832993,29349053.72954108,4,620.4436498339455,13535420.091308286,,25732077.920291603,12575966.420767622, Approved
7289,5, Graduate, Yes,7884010.548862034,18267038.317151103,12,461.589417639305,7979842.161747323,3831806.9058742267,24098398.36505201,4326169.4349691775,
7290,5, Not Graduate, No,2872867.338780294,11518557.465665165,20,838.4191600538047,3640082.341689357,455220.08509545005,11737613.167769017,2734514.4488800764, Approved
7291,1, Not Graduate, Yes,-471858.02656995703,3698900.671355536,20,645.3833358788902,-1295936.7765315126,526926.5091379808,993532.5558787633,887201.864227829,
7292,5, Graduate, No,,7217376.9828392835,6,301.6469670348084,3467338.1861848086,584434.2939306194,7720346.321543775,2826373.4716894603, Approved
7293,3, Not Graduate, Yes,7444610.251040702,28380036.522077583,10,386.48218476621884,7772463.29003849,7226370.919483729,24202454.795519408,4477199.555855802, Rejected
7294,3, Graduate, No,1933495.6968468875,6544499.778762144,10,426.33378188367203,2388586.4015792776,3006592.789662247,5658114.91078396,1953374.7668754782, Approved
